id,x,y,portee
0,38.7391803297194,421.17760687264615,85
1,45.31875209680597,374.97098537622855,85
2,34.43856693638292,392.88354307095676,85
3,105.14718912981303,378.8029756241377,85
8,79.56379673197483,350.05981304466184,85
16,42.288728158957454,399.82431851762993,85
30,28.548042360153016,374.6780330445954,85
49,79.80417604703638,352.5965404144866,85
50,90.11694282610495,445.9381599368298,85
85,46.32323593176996,429.12943512406815,85
89,117.95977812692216,425.1263889688682,85
94,54.284075512744,477.1219190930608,85
96,44.64425910080217,490.3815925487254,85
100,53.80994226215119,378.57723053876043,85
102,107.99082935432259,444.4099748838079,85
107,75.16487260544635,370.5134298746967,85
11,1.1551987234405536,320.06420821584504,85
36,6.7790688056134085,327.60242001584305,85
43,81.25125427375663,302.79183453447,85
6,173.34872846845994,333.69956010650424,85
25,162.83190921376777,381.076893878001,85
32,150.4721585780621,333.1880024746592,85
108,185.42278727123085,382.58691716047923,85
91,153.28164518685594,456.3907776030178,85
42,25.779391941747665,255.032897464045,85
92,25.388625194107505,269.1517880992747,85
115,39.041387990538745,258.9122920295197,85
76,70.94058151674182,251.81905594442333,85
14,195.70283291010847,282.2620307161097,85
61,171.23495074235322,310.77093944632156,85
109,205.77297550460645,369.6833006344621,85
111,204.26704772219378,276.51866820216947,85
18,244.640477111922,424.42264894274535,85
21,263.26324228068387,353.214584038068,85
48,224.16250102462166,447.05294392374094,85
104,41.02254930566651,182.16218111112414,85
90,98.89107054474178,198.0696179489192,85
103,113.32536450612312,185.7883380770235,85
121,79.32565117235058,178.89759812496297,85
27,199.14869532782959,210.60286018530277,85
35,262.79769906748334,264.4723782187374,85
93,237.68752367845008,244.98621895241058,85
113,264.6367633712567,290.7760390672431,85
117,273.6228637560329,267.3032092568551,85
31,280.6929253526021,375.5435020532276,85
64,272.0143139659089,352.85053944182175,85
22,294.5937510883828,356.59315920554013,85
70,295.85661083834253,480.6274904218971,85
7,298.2456510190077,301.6590218066926,85
19,288.65871395800946,313.9938166354702,85
38,329.2013992587192,301.3037220873175,85
13,107.40191106970043,152.93540021623804,85
69,118.02227734247256,173.38009311890352,85
88,87.65323128836411,155.1050709773269,85
28,168.9326330177912,182.0121708694345,85
83,146.58595907352873,124.96789932433316,85
71,274.23636448924225,214.28642840913903,85
82,222.0790902281672,188.6690123833205,85
9,281.64589960468106,189.4721985678826,85
24,296.8538427839977,273.4741866180141,85
74,327.00847266829567,226.12485576800907,85
80,305.89618656286456,206.2976909941041,85
116,287.8353722906128,235.05609176237223,85
20,356.8583250540548,349.735328773827,85
120,373.6807044653078,378.0447042205718,85
15,88.3951635336705,71.12540467672612,85
58,153.42011921625325,87.79093078122519,85
114,107.38918402156622,75.13341916912603,85
51,139.23911435491954,69.344356995788,85
67,186.0439554010278,65.44937813687923,85
29,352.66792482991644,185.72570531460903,85
87,256.7981229830533,117.47536082196159,85
54,297.78127472754505,124.00273308737935,85
62,380.2571815036866,198.23484381991523,85
97,380.7176024867736,166.4322976681986,85
37,416.2805080439047,338.36449313030494,85
60,393.65262087807946,420.69422548397876,85
75,369.0954713405218,409.8687807457394,85
45,447.2433331415164,412.06061473006116,85
72,417.84638530460643,416.8476134408947,85
23,7.4299927938294985,73.29388969443268,85
39,50.526813549854445,16.446693031954286,85
53,155.53700655275716,29.557424780985052,85
63,178.28980993231204,38.93123545092864,85
79,203.22249383741698,36.701288082144124,85
12,239.72670608671936,20.136945912104853,85
56,329.9557328801238,107.38293567584223,85
99,404.76758097192396,189.97667388433283,85
110,395.03754345014653,113.50382742557046,85
118,273.4952674980918,38.8577590908451,85
66,454.13360038374765,220.07247929490242,85
78,463.04771594071826,195.17399236995453,85
81,439.64939111781865,112.33800215972545,85
122,438.41640768892546,112.0640785643055,85
4,489.58954026557166,353.2054728168537,85
17,445.702992776287,264.73421836082304,85
84,470.0614705886846,403.219275281179,85
106,459.23409720603445,326.5798347611629,85
40,468.0949543274058,457.5391905364581,85
41,395.5125579006269,499.20350484197087,85
52,432.6453520039775,479.68799650970095,85
57,469.84915870459406,455.35409950121743,85
65,387.4896354741104,469.5831525374577,85
77,462.087708889687,423.3035937871773,85
86,396.4808753564807,479.08011217707843,85
101,472.6120706454897,449.0537434093937,85
26,498.87343736063167,444.1561759524586,85
59,478.92037495791493,452.55858709930556,85
98,493.7864082336591,373.324087401962,85
10,366.90630958497826,51.968422617939105,85
44,333.8127408288928,34.56020833216677,85
105,388.466012804512,51.5297016215695,85
112,347.0395833046445,39.74239170897387,85
46,458.464806317335,92.96529046185387,85
55,474.5177377438332,91.60274568638921,85
33,495.44219871027855,231.47760985189026,85
119,486.69801258928334,261.6994618610874,85
68,484.39694937525337,116.65224249094958,85
5,493.06377353501904,63.939327796397606,85
47,462.49360612412005,39.59733660075987,85
73,461.2435662015386,17.986101927089827,85
95,467.2288308034951,14.299556383290113,85
34,486.1054939954631,5.281872772144425,85
