id,x,y,portee
0,39.353744230041286,361.26715548668005,85
5,71.84643842280414,323.6037034340257,85
28,95.05386099904445,386.13569219793595,85
39,44.47254819839369,327.844820025814,85
63,14.924164516609329,442.36581347042613,85
83,71.60321288625093,402.6867544608397,85
116,35.80623778422481,298.36171728617956,85
117,2.111794060404626,361.9477431218521,85
67,128.07721637405112,377.14158486847845,85
72,138.7295211793561,294.310476881631,85
32,115.27052891858469,436.7119198017758,85
37,73.73337689164383,452.48065521368926,85
43,163.1753647619814,344.47657529170306,85
57,165.5215481396134,425.87412437632776,85
71,141.5353365697576,384.4825562770028,85
91,136.05479729378112,398.50530678257553,85
80,0.47755277801186935,452.06438724152383,85
52,201.63521097952446,401.1136612228759,85
85,208.04787936840867,334.0612435366099,85
89,202.7896085130584,324.8329415585027,85
94,216.67842825198298,284.16647140598513,85
29,184.0497471981522,474.90981864340563,85
74,192.2751519401746,472.6244551877899,85
125,218.02275877828086,347.81848108935503,85
2,241.3380949639124,425.60766664032695,85
76,246.2397224363351,402.24313103206885,85
107,208.94494598465124,420.9850819119064,85
120,227.08363487236122,447.97651920344407,85
36,257.5134714108345,400.9473234642903,85
93,275.5923516347417,416.86717352498204,85
62,253.30550052872607,328.9298160871191,85
25,281.1337432798773,239.0553047497938,85
50,259.2368330296001,222.07250304681563,85
77,192.69436416746544,218.383546019097,85
40,251.23151351468914,481.8465740001851,85
44,302.8273681557055,405.10504545225524,85
66,280.59335764009313,479.29353744396246,85
4,315.4052625656767,374.00875684449375,85
45,319.31901767488483,376.49462855474945,85
6,335.4112821290399,410.228927517713,85
65,325.1562284894441,445.0950729155333,85
95,336.3798816964234,389.80601857010026,85
109,341.667454223496,432.89668085266874,85
111,347.2004434370361,409.6458436189355,85
12,305.63074392522566,304.19220497367456,85
18,301.6150501598117,261.32969752073444,85
113,306.30926249298045,313.13924150609984,85
27,228.30235529825376,190.6554414853618,85
55,345.8465630359671,287.92384105929784,85
69,332.95807173685245,204.56978315038194,85
73,323.2209895038518,204.4736260756987,85
88,250.0210029162878,193.70956814967866,85
99,278.12726714077604,206.9751439138887,85
10,259.36929653704766,152.02842179226184,85
64,212.41634005093852,176.02133146700712,85
112,268.493990567804,149.34206831652136,85
13,214.74959661283194,140.4504779330479,85
22,165.3448580612561,157.45794320659218,85
68,378.18406007510043,373.10281533368203,85
26,355.32652036024615,337.7222556516812,85
60,344.2447697475695,320.5890712549591,85
17,391.1747209481548,415.4079513932758,85
20,388.0436385667456,457.7211280931866,85
38,391.1724843007357,445.75971841832666,85
102,413.9772398681204,387.50297973387376,85
49,364.9864168890381,282.53065142226586,85
15,226.00178791747794,126.05566399852968,85
59,185.15858079583958,126.52014251610139,85
61,289.2175150409616,139.64778856107728,85
90,428.5761263831788,303.56923369513817,85
7,414.84356217108524,206.16227217182131,85
82,387.3253628688196,176.25005780838976,85
106,344.7705583926599,138.72310847949544,85
123,327.6900040283775,151.07402249125096,85
14,245.98558368559102,100.66428094135065,85
21,125.620647674481,90.07778809912736,85
51,111.4065534416152,158.05667002209972,85
54,101.54386231370232,210.4540689171973,85
96,106.75759010060654,161.51161702261595,85
75,451.0400838851699,366.96791860192906,85
105,435.47771858775536,307.08819626669725,85
46,156.1944517947812,47.46242941060535,85
58,167.4640831884683,62.281136269341175,85
119,309.12203798633175,60.1621481105658,85
124,354.4324056881388,120.02350296084185,85
9,453.79769509911904,280.09314280156855,85
53,470.83207193807397,291.5169268868895,85
81,483.0034965524708,248.6528377682943,85
97,480.3730374113854,240.36199540828912,85
16,491.6452054188639,201.11199591651902,85
19,442.88522137367437,180.82392409372943,85
41,480.3983438014082,187.98922896308022,85
84,464.33946641117063,193.11487933404092,85
101,464.8826297002114,161.5322412754643,85
48,400.0900171922423,110.00119589214697,85
104,378.9040339529886,100.24606540385884,85
121,419.19858845049896,117.88498485507998,85
47,368.05776354475114,73.25692017182716,85
70,304.2156195315878,55.36097781403326,85
100,211.87448377085587,27.452345638652343,85
115,289.821072628612,48.51008778517013,85
118,273.2450863116606,46.91312885899723,85
8,122.52787770722374,68.68474521904638,85
11,110.82102775035202,42.8440849154067,85
79,148.18654638117602,30.577399202633803,85
86,67.13999144431459,100.55793756487746,85
103,86.83709135718249,59.18286755591634,85
114,132.59475155010247,7.481954963157289,85
3,42.21652428685923,157.10487092731623,85
78,77.51703246840187,178.05388419874822,85
110,47.984517894687386,148.86479851340056,85
1,364.40981210159015,30.89194862376926,85
24,321.5828766121279,40.09099990820864,85
35,335.54060332609686,29.37769219305769,85
56,372.39249006695235,7.040175408247807,85
87,433.6030722301524,97.68409344846518,85
31,465.69157157047727,102.57793172485496,85
98,454.84656615915424,106.00392609415027,85
30,485.3630340713604,102.71709464020485,85
34,486.14990991387543,97.88749863069762,85
108,442.49679791920266,73.7622475892174,85
33,46.90692191701468,36.45451868088345,85
42,38.9094990185207,83.30540789143926,85
23,4.634128437763286,88.21070402607467,85
122,11.365898486958681,109.87300465355638,85
92,468.5759664295952,42.153162238616204,85
