id,x,y,portee
0,264.60955568028027,402.78818089542096,85
8,263.28792776838577,342.56552250235404,85
13,281.09803026183073,341.9553624108946,85
19,331.8412814760085,368.17885778713116,85
21,226.44088084908148,419.2520496326838,85
23,311.4014099369751,437.8666005985591,85
26,284.6275237835659,422.5569547021483,85
60,282.899856390461,470.6511987909368,85
61,326.5966717488412,401.60622315681036,85
68,334.30972284188516,390.28246902573284,85
82,235.92753599130333,442.87836081118803,85
99,253.79767080768255,464.79020999185275,85
2,235.61858909289035,299.733153378779,85
10,339.4761708263361,316.7087213498673,85
54,322.7693398452686,331.7188581735151,85
89,396.00918606892776,380.42916309167475,85
7,224.6990458214755,482.9773542533142,85
73,180.25262903404277,425.8916949023117,85
90,234.84315853912742,498.15650400845334,85
12,332.3596918003837,496.38067005116284,85
66,384.0571258567905,442.34090334914885,85
47,168.27905588941016,318.0668297159507,85
48,230.7033861939618,242.92745838981222,85
67,210.8165239798576,255.81757512119447,85
78,203.19117994599418,267.6863499443952,85
37,380.2914815947206,245.66208920302134,85
76,364.57421973834175,272.44126331890845,85
32,440.83470313223376,365.25512358621523,85
36,463.0965209230444,328.32677696257207,85
50,419.7816518102537,368.6958865337332,85
64,474.46080310382723,370.3524450880295,85
14,135.57437227827634,494.07514360345965,85
83,153.28183222295948,346.15705701693656,85
94,404.4101046987723,498.5239429144434,85
20,432.1737963155091,488.99848478475184,85
16,138.34444157830188,343.9139825089933,85
43,119.50937551449842,318.0377040017115,85
59,108.9608368476821,281.45357106782586,85
11,166.62381793611735,214.21110940781156,85
46,242.80464008890578,181.31783391472894,85
1,385.95988537231733,245.3648421521629,85
25,397.4188682284159,183.3900776533816,85
38,332.9803500307274,198.04554597248026,85
70,353.0246829385732,172.2854418909649,85
79,390.62273786720374,216.46526376474978,85
84,372.1264898980961,170.34089078536095,85
86,376.3563487788301,217.70098452682814,85
27,488.1526517967846,314.45887802786973,85
41,490.82682300110315,314.59875057650174,85
81,464.7851894006568,306.0204589831389,85
93,488.4605823557021,318.06541743839404,85
39,499.0126245310641,278.24857575471043,85
72,468.46144980197045,256.77883455440434,85
42,61.44738123955368,475.9946410563269,85
75,58.103052482580964,469.8129280981834,85
29,475.1000032317602,487.34442368217196,85
58,484.66480051527816,462.0504157971522,85
96,90.63066927449593,280.7667551936708,85
63,47.059796888392626,243.15731518398675,85
18,120.48168832639384,142.8877818579295,85
49,144.7961039730996,184.43950282911726,85
74,146.57998612951138,138.77475105361808,85
53,263.4190676428081,106.9447614737874,85
65,283.7928539154285,143.00620393538637,85
30,400.21136932715854,144.2325960431635,85
44,455.94008429948036,147.24074395237142,85
87,446.0340486157418,150.04362949839478,85
95,396.3932962536809,93.14119671014714,85
77,498.69616199779944,228.50961193380354,85
45,47.84971809878286,472.1600044625476,85
80,15.635372765979149,469.7402513339742,85
5,16.833926646576515,215.94092848501174,85
33,8.77790520198818,181.66648189216573,85
4,141.20480595717467,73.7021464716836,85
15,114.56436044199208,118.96907362869119,85
22,83.085381079329,165.13586370009358,85
24,105.2804310442958,69.11454330451483,85
31,138.59565035735017,110.04963638551357,85
40,91.37661923478952,108.35043749119983,85
57,105.47776198177338,63.32171114657042,85
97,41.32331089419105,139.231671730563,85
17,174.08585499518114,61.9065833252016,85
3,333.37050850258527,60.890429633947974,85
34,255.73544594132952,25.433351712359663,85
88,293.7985600907281,94.19476040854136,85
92,228.52679414464083,71.19604675284435,85
98,463.51626252403184,82.59418827027703,85
35,430.158023621942,37.28435055510987,85
51,346.45740693614795,61.437838945773315,85
69,333.393123207293,37.966383062314144,85
91,393.1816504004119,26.728670404712496,85
55,18.618765239933722,160.40995841579908,85
62,3.0926932638505322,153.31812377714948,85
85,30.948453027039303,132.43762003136723,85
9,131.41489513685812,1.3501354784144493,85
71,124.7207613393988,15.22146965835114,85
56,61.131245560676504,31.75539046903436,85
6,278.6656253722297,14.13025540184959,85
28,373.70951197315753,2.6340589520383317,85
52,260.98981108397686,18.43760178942089,85
